heathcareAlertId,e_nric,date,location_id,description
837,G3101810U,2021-17-05,878870,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
838,S1090203G,2021-17-05,929149,twentyseven new community COVID nineteen cases in Singapore 
839,T2281346Z,2021-17-05,775470,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
840,S9275892C,2021-17-05,624750,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
841,G5918668Q,2021-17-05,646955,twentyseven new community COVID nineteen cases in Singapore 
842,G6377319R,2021-17-05,223752,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
843,T2058947C,2021-17-05,127774,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
844,F4809962U,2021-17-05,929233,twentyseven new community COVID nineteen cases in Singapore 
845,T0825108D,2021-17-05,464752,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
846,S1111723F,2021-17-05,881534,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
847,T5206395C,2021-17-05,106178,twentyseven new community COVID nineteen cases in Singapore 
848,T2910021C,2021-17-05,682996,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
849,F7203776Q,2021-17-05,353283,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
850,S0854566I,2021-17-05,974813,twentyseven new community COVID nineteen cases in Singapore 
851,F4070411Q,2021-17-05,179822,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
852,T2864628Z,2021-17-05,163196,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
853,T4714610G,2021-17-05,859547,twentyseven new community COVID nineteen cases in Singapore 
854,F1845285P,2021-17-05,709313,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
855,S0202470E,2021-17-05,937732,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
856,F2434584W,2021-17-05,859537,twentyseven new community COVID nineteen cases in Singapore 
857,G4130478U,2021-17-05,687799,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
858,T9223851I,2021-17-05,276973,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
859,S9639334B,2021-17-05,416449,twentyseven new community COVID nineteen cases in Singapore 
860,G6569655Q,2021-17-05,244341,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
861,S8304842E,2021-17-05,276020,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
862,S0760881J,2021-17-05,103295,twentyseven new community COVID nineteen cases in Singapore 
863,F9527827L,2021-17-05,386321,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
864,T3620660D,2021-17-05,143825,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
865,S5286327I,2021-17-05,848324,twentyseven new community COVID nineteen cases in Singapore 
866,S1919652F,2021-17-05,913550,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
867,T7356494D,2021-17-05,954319,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
868,S2125236J,2021-17-05,814387,twentyseven new community COVID nineteen cases in Singapore 
869,G9612253K,2021-17-05,731351,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
870,G3112053K,2021-17-05,277211,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
871,T6650437E,2021-17-05,684758,twentyseven new community COVID nineteen cases in Singapore 
872,S7607787H,2021-17-05,559861,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
873,F8203114Q,2021-17-05,326756,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
874,T3761030A,2021-17-05,611026,twentyseven new community COVID nineteen cases in Singapore 
875,G0010381R,2021-17-05,730256,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
876,T5315103A,2021-17-05,578088,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
877,T9079977G,2021-17-05,339777,twentyseven new community COVID nineteen cases in Singapore 
878,S7012518H,2021-17-05,930672,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
879,F6847690U,2021-17-05,404607,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
880,G6501102L,2021-17-05,816822,twentyseven new community COVID nineteen cases in Singapore 
881,S1047720D,2021-17-05,946557,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
882,G3804292R,2021-17-05,259045,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
883,T5915467I,2021-17-05,501841,twentyseven new community COVID nineteen cases in Singapore 
884,F2469290Q,2021-17-05,869944,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
885,S7929339C,2021-17-05,967384,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
886,F6396844R,2021-17-05,417766,twentyseven new community COVID nineteen cases in Singapore 
887,F0105826Q,2021-17-05,186882,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
888,F0527042K,2021-17-05,648906,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
889,T5358886C,2021-17-05,375036,twentyseven new community COVID nineteen cases in Singapore 
890,S2221826C,2021-17-05,924078,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
891,G4038778T,2021-17-05,830502,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
892,S3078175I,2021-17-05,830818,twentyseven new community COVID nineteen cases in Singapore 
893,F8936846N,2021-17-05,285488,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
894,T2229524H,2021-17-05,575073,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
895,G6656713W,2021-17-05,877630,twentyseven new community COVID nineteen cases in Singapore 
896,S6410721F,2021-17-05,240911,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
897,G3238556M,2021-17-05,114727,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
898,G8568324T,2021-17-05,388545,twentyseven new community COVID nineteen cases in Singapore 
899,G0089652M,2021-17-05,469694,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
900,S2346695C,2021-17-05,689422,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
901,S4959978A,2021-17-05,689897,twentyseven new community COVID nineteen cases in Singapore 
902,S6242544Z,2021-17-05,997365,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
903,G2287892T,2021-17-05,132921,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
904,S7327791D,2021-17-05,780620,twentyseven new community COVID nineteen cases in Singapore 
905,S3497014I,2021-17-05,731271,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
906,G6968299K,2021-17-05,976336,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
907,G8571876U,2021-17-05,193176,twentyseven new community COVID nineteen cases in Singapore 
908,S5884809C,2021-17-05,916564,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
909,F4901805M,2021-17-05,482154,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
910,T7298278E,2021-17-05,450428,twentyseven new community COVID nineteen cases in Singapore 
911,G5296717T,2021-17-05,215036,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
912,G9655716M,2021-17-05,298183,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
913,G6487373W,2021-17-05,450748,twentyseven new community COVID nineteen cases in Singapore 
914,S1183069B,2021-17-05,747467,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
915,T5121265C,2021-17-05,769154,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
916,T9268762C,2021-17-05,802781,twentyseven new community COVID nineteen cases in Singapore 
917,S3877624Z,2021-17-05,181253,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
918,G5593731T,2021-17-05,360719,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
919,F5608082K,2021-17-05,388933,twentyseven new community COVID nineteen cases in Singapore 
920,S8489749C,2021-17-05,420570,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
921,S8151669C,2021-17-05,420652,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
922,F0986649M,2021-17-05,844189,twentyseven new community COVID nineteen cases in Singapore 
923,G4562021U,2021-17-05,608355,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
924,S9925724E,2021-17-05,546910,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
925,S9218223A,2021-17-05,882220,twentyseven new community COVID nineteen cases in Singapore 
926,S6455121C,2021-17-05,825690,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
927,G0320471K,2021-17-05,455424,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
928,G6034398K,2021-17-05,774474,twentyseven new community COVID nineteen cases in Singapore 
929,S3100083A,2021-17-05,647170,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
930,T3468664A,2021-17-05,339640,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
931,G3458731R,2021-17-05,852291,twentyseven new community COVID nineteen cases in Singapore 
932,T7134378I,2021-17-05,944997,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
933,F6563339Q,2021-17-05,536567,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
934,T0697049J,2021-17-05,450320,twentyseven new community COVID nineteen cases in Singapore 
935,T1660320H,2021-17-05,649942,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
936,S6917337C,2021-17-05,561727,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
937,S8376398A,2021-17-05,459948,twentyseven new community COVID nineteen cases in Singapore 
938,F7375418Q,2021-17-05,277520,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
939,F8445534L,2021-17-05,436033,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
940,S8538166J,2021-17-05,843680,twentyseven new community COVID nineteen cases in Singapore 
941,G7389364Q,2021-17-05,111115,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
942,T2716406J,2021-17-05,807184,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
943,F1499985W,2021-17-05,557104,twentyseven new community COVID nineteen cases in Singapore 
944,F9460513W,2021-17-05,949854,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
945,T8234828F,2021-17-05,447495,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
946,S2133630J,2021-17-05,330975,twentyseven new community COVID nineteen cases in Singapore 
947,G8610597M,2021-17-05,408254,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
948,G0912955W,2021-17-05,279157,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
949,S1765888C,2021-17-05,225497,twentyseven new community COVID nineteen cases in Singapore 
950,S7783807D,2021-17-05,302860,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
951,G9317391R,2021-17-05,535076,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
952,T2487689B,2021-17-05,667765,twentyseven new community COVID nineteen cases in Singapore 
953,T7035240G,2021-17-05,933000,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
954,G7106743U,2021-17-05,905550,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
955,T3158436H,2021-17-05,845570,twentyseven new community COVID nineteen cases in Singapore 
956,F6492423X,2021-17-05,740734,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
957,S7622002F,2021-17-05,509493,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
958,S7315542H,2021-17-05,388587,twentyseven new community COVID nineteen cases in Singapore 
959,F1264927N,2021-17-05,507911,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
960,G4568584K,2021-17-05,803666,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
961,G3383481R,2021-17-05,779913,twentyseven new community COVID nineteen cases in Singapore 
962,G5176232R,2021-17-05,946929,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
963,S9414953C,2021-17-05,251524,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
964,S3461996D,2021-17-05,221306,twentyseven new community COVID nineteen cases in Singapore 
965,G6705261M,2021-17-05,457634,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
966,S7957875D,2021-17-05,888910,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
967,F8436299U,2021-17-05,519054,twentyseven new community COVID nineteen cases in Singapore 
968,T4373459D,2021-17-05,637941,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
969,F1244341L,2021-17-05,108255,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
970,F8268081X,2021-17-05,901165,twentyseven new community COVID nineteen cases in Singapore 
971,S4788513B,2021-17-05,743387,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
972,F5767386U,2021-17-05,440681,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
973,F4943809P,2021-17-05,296435,twentyseven new community COVID nineteen cases in Singapore 
974,F2459614K,2021-17-05,991253,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
975,F9145991N,2021-17-05,204346,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
976,G7610292P,2021-17-05,464761,twentyseven new community COVID nineteen cases in Singapore 
977,T5282802Z,2021-17-05,669743,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
978,T0885970H,2021-17-05,617044,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
979,G2095880X,2021-17-05,552208,twentyseven new community COVID nineteen cases in Singapore 
980,T1580929E,2021-17-05,847180,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
981,F5504837K,2021-17-05,325837,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
982,S8253185H,2021-17-05,949320,twentyseven new community COVID nineteen cases in Singapore 
983,F2858177R,2021-17-05,188829,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
984,G4728349W,2021-17-05,280254,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
985,S2898105H,2021-17-05,158446,twentyseven new community COVID nineteen cases in Singapore 
986,G2897256W,2021-17-05,934617,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
987,F9486928P,2021-17-05,911546,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
988,F4219338X,2021-17-05,886976,twentyseven new community COVID nineteen cases in Singapore 
989,F4292165M,2021-17-05,149272,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
990,F8944008N,2021-17-05,919565,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
991,F1410689T,2021-17-05,732853,twentyseven new community COVID nineteen cases in Singapore 
992,G8967973M,2021-17-05,740143,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
993,F3064872L,2021-17-05,790265,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
994,G1172124P,2021-17-05,948397,twentyseven new community COVID nineteen cases in Singapore 
995,F0643114M,2021-17-05,989412,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
996,S2440698I,2021-17-05,738426,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
997,S8074240A,2021-17-05,396937,twentyseven new community COVID nineteen cases in Singapore 
998,S4604926H,2021-17-05,395373,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
999,G4760553P,2021-17-05,822771,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
1000,T3113634I,2021-17-05,421653,twentyseven new community COVID nineteen cases in Singapore 
